customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24 months,TenureGroup_25-36 months,TenureGroup_37-48 months,TenureGroup_49-60 months,TenureGroup_61-72 months
7854-EKTJL,1,0,0,1,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.6,35.85,1,17.925,0,0,0,1,0,1,0,0,0,0,0,0
8464-EETCQ,0,0,0,0,57,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,18.8,1094.35,0,19.19912280701754,0,1,0,1,1,0,0,0,0,0,1,0
2419-FSORS,0,0,1,0,72,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,108.4,7719.5,0,107.21527777777777,0,1,1,0,0,1,0,0,0,0,0,1
8132-YPVBX,1,0,0,0,6,1,No,No,Yes,No,No,No,Yes,1,85.95,514.6,0,85.76666666666667,0,0,1,0,0,0,1,0,0,0,0,0
9102-IAYHT,1,0,1,1,17,1,Yes,No,No,No,No,No,Yes,1,85.45,1451.6,1,85.38823529411764,0,0,1,0,0,1,0,1,0,0,0,0
6754-LZUKA,0,0,1,0,61,1,Yes,No,Yes,Yes,No,Yes,Yes,0,80.9,4932.5,0,80.86065573770492,0,1,0,0,0,0,0,0,0,0,0,1
3422-LYEPQ,0,0,1,1,1,1,No,No,No,No,No,No,No,1,71.0,71.0,1,71.0,0,0,1,0,0,1,0,0,0,0,0,0
8099-MZPUJ,0,0,1,1,48,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,111.8,5443.65,0,113.409375,0,1,1,0,1,0,0,0,0,1,0,0
0787-LHDYT,0,0,0,0,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.6,330.25,0,20.640625,0,0,0,1,1,0,0,1,0,0,0,0
2642-DTVCO,0,1,0,0,9,1,Yes,No,No,No,No,No,Yes,1,85.05,746.5,1,82.94444444444444,0,0,1,0,0,1,0,0,0,0,0,0
0374-IOEGQ,1,0,0,0,3,1,No,No,No,No,No,No,No,0,44.6,122.7,0,40.9,0,0,0,0,0,1,0,0,0,0,0,0
4361-JEIVL,0,0,0,1,1,1,No,No,No,No,No,No,No,1,44.4,44.4,1,44.4,0,0,0,0,0,1,0,0,0,0,0,0
3197-NNYNB,0,0,0,0,65,1,Yes,No,Yes,Yes,No,Yes,Yes,0,105.1,6631.85,0,102.02846153846154,0,1,1,0,1,0,0,0,0,0,0,1
3396-DKDEL,1,0,1,1,70,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,115.15,8250.0,0,117.85714285714286,0,1,1,0,1,0,0,0,0,0,0,1
1752-OZXFY,0,0,1,0,60,1,No,Yes,No,No,No,Yes,No,1,59.8,3561.15,0,59.3525,1,0,0,0,0,0,1,0,0,0,1,0
9066-QRSDU,1,0,1,0,69,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,26.3,1763.55,0,25.558695652173913,1,0,0,1,0,1,0,0,0,0,0,1
9112-WSNPU,1,1,0,0,35,1,No,No,No,No,No,No,No,0,70.55,2419.0,0,69.11428571428571,0,0,1,0,0,1,0,0,1,0,0,0
9867-NNXLC,1,0,0,0,22,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.05,470.2,0,21.37272727272727,0,0,0,1,0,0,1,1,0,0,0,0
5321-NTRKC,0,0,1,1,66,1,Yes,No,Yes,Yes,No,Yes,Yes,0,79.85,5234.95,0,79.31742424242424,0,1,0,0,0,0,0,0,0,0,0,1
1363-TXLSL,0,1,1,0,1,1,No,No,No,No,No,No,No,1,70.3,70.3,1,70.3,0,0,1,0,0,1,0,0,0,0,0,0
9507-EXLTT,1,0,1,0,1,1,No,No,No,No,No,Yes,No,1,79.35,79.35,1,79.35,0,0,1,0,0,0,0,0,0,0,0,0
3161-GETRM,0,0,1,1,34,1,Yes,No,No,Yes,No,No,Yes,1,90.05,3097.0,0,91.08823529411765,0,0,1,0,1,0,0,0,1,0,0,0
0402-OAMEN,1,0,1,1,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.45,1709.1,0,23.737499999999997,0,1,0,1,0,0,0,0,0,0,0,1
6933-VLYFX,0,0,1,1,31,0,No phone service,Yes,No,Yes,Yes,Yes,Yes,0,59.95,1848.8,0,59.63870967741936,1,0,0,0,0,1,0,0,1,0,0,0
6754-WKSHP,0,0,0,1,30,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.35,723.3,0,24.11,1,0,0,1,0,0,0,0,1,0,0,0
9846-GKXAS,1,0,0,0,9,1,No,No,No,No,No,Yes,Yes,1,90.8,809.75,1,89.97222222222223,0,0,1,0,0,0,0,0,0,0,0,0
6017-PPLPX,0,0,1,1,20,1,No,No,No,No,No,No,No,1,70.45,1470.95,1,73.5475,0,0,1,0,0,1,0,1,0,0,0,0
4976-LNFVV,0,1,1,0,19,0,No phone service,No,Yes,Yes,No,No,No,1,34.3,577.15,0,30.376315789473683,0,0,0,0,1,0,0,1,0,0,0,0
5055-MGMGF,1,0,1,0,65,1,Yes,Yes,No,Yes,No,Yes,Yes,1,105.05,6914.95,0,106.38384615384615,0,0,1,0,0,1,0,0,0,0,0,1
4641-FROLU,1,0,1,1,30,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,602.9,0,20.096666666666668,0,1,0,1,0,0,1,0,1,0,0,0
2862-JVEOY,0,0,0,0,6,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.15,124.4,0,20.733333333333334,1,0,0,1,0,0,1,0,0,0,0,0
2969-QWUBZ,1,0,0,0,2,0,No phone service,No,Yes,No,No,Yes,Yes,0,51.4,96.8,0,48.4,0,0,0,0,0,1,0,0,0,0,0,0
9822-BIIGN,0,0,1,1,53,1,Yes,Yes,No,No,Yes,No,Yes,0,71.85,3827.9,0,72.22452830188679,0,0,0,0,0,1,0,0,0,0,1,0
2077-MPJQO,0,1,1,0,7,1,Yes,No,No,No,No,No,No,1,75.4,533.05,0,76.14999999999999,0,0,1,0,0,1,0,0,0,0,0,0
1534-OULXE,1,0,1,1,61,1,No,Yes,No,No,No,No,No,1,49.7,2961.4,0,48.54754098360656,1,0,0,0,0,0,0,0,0,0,0,1
7136-RVDTZ,0,1,0,0,70,0,No phone service,No,No,No,No,Yes,Yes,1,45.25,3264.45,1,46.635,1,0,0,0,0,1,0,0,0,0,0,1
2971-SGAFL,1,0,0,0,13,1,Yes,Yes,No,Yes,No,Yes,Yes,1,78.75,995.35,0,76.56538461538462,0,0,0,0,0,1,0,1,0,0,0,0
1480-IVEVR,0,1,1,0,35,1,Yes,No,No,Yes,No,No,No,1,81.6,2815.25,0,80.43571428571428,1,0,1,0,0,0,0,0,1,0,0,0
2905-KFQUV,1,0,1,0,2,1,No,No,No,No,No,No,No,1,70.4,154.8,0,77.4,0,0,1,0,1,0,0,0,0,0,0,0
4581-SSPWD,1,0,0,0,3,1,Yes,No,No,No,No,No,No,1,75.8,246.3,1,82.10000000000001,0,0,1,0,0,1,0,0,0,0,0,0
3370-HXOPH,1,0,0,0,3,1,Yes,No,No,No,No,No,No,0,76.1,257.6,0,85.86666666666667,0,0,1,0,0,1,0,0,0,0,0,0
9391-YZEJW,1,0,0,0,62,1,Yes,No,No,No,No,Yes,Yes,1,94.0,5757.2,0,92.85806451612903,1,0,1,0,0,0,0,0,0,0,0,1
9958-MEKUC,0,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,0,103.95,7517.7,0,104.4125,0,1,1,0,1,0,0,0,0,0,0,1
0281-CNTZX,0,0,1,0,63,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.95,1234.8,0,19.599999999999998,0,1,0,1,0,0,0,0,0,0,0,1
6927-WTFIV,0,1,0,0,20,1,No,No,No,No,No,No,No,0,71.3,1389.2,1,69.46000000000001,0,0,1,0,1,0,0,1,0,0,0,0
4118-CEVPF,1,1,0,0,35,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,110.8,3836.3,0,109.60857142857144,1,0,1,0,0,0,0,0,1,0,0,0
3398-ZOUAA,0,1,1,0,21,1,No,No,No,No,No,No,No,1,69.1,1474.75,1,70.22619047619048,0,0,1,0,0,1,0,1,0,0,0,0
9114-VEPUF,0,0,1,0,62,1,Yes,Yes,Yes,No,No,No,Yes,0,96.1,6001.45,0,96.79758064516129,1,0,1,0,0,1,0,0,0,0,0,1
7876-BEUTG,1,0,0,0,15,1,Yes,No,No,No,No,No,No,1,48.8,720.1,0,48.00666666666667,0,0,0,0,0,0,1,1,0,0,0,0
2338-BQEZT,1,0,0,0,55,1,No,Yes,No,No,No,No,No,1,50.55,2832.75,0,51.50454545454546,0,0,0,0,1,0,0,0,0,0,1,0
9873-MNDKV,1,0,0,0,11,1,No,No,No,No,No,No,No,1,44.65,472.25,0,42.93181818181818,0,0,0,0,0,0,1,0,0,0,0,0
0378-NHQXU,1,0,1,1,17,1,Yes,No,No,Yes,No,Yes,No,0,88.25,1460.65,1,85.92058823529412,0,0,1,0,0,1,0,1,0,0,0,0
8241-JUIQO,1,0,0,0,61,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.45,1336.35,0,21.907377049180326,1,0,0,1,0,0,0,0,0,0,0,1
2194-IIQOF,1,0,1,0,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,89.3,6388.65,0,89.98098591549295,0,1,0,0,1,0,0,0,0,0,0,1
4512-ZUIYL,1,0,0,0,2,1,No,No,No,No,No,No,No,0,70.0,153.05,1,76.525,0,0,1,0,0,0,0,0,0,0,0,0
9631-RXVJM,0,0,0,0,35,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.25,677.9,0,19.36857142857143,0,1,0,1,0,0,1,0,1,0,0,0
9584-EXCDZ,1,0,0,0,17,1,No,No,No,No,No,No,No,0,70.5,1165.6,0,68.56470588235294,0,0,1,0,0,0,0,1,0,0,0,0
7969-AULMZ,1,0,0,0,21,1,Yes,No,No,No,No,Yes,Yes,1,97.35,2119.5,1,100.92857142857143,0,0,1,0,0,1,0,1,0,0,0,0
5093-FEGLU,1,0,1,0,47,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,921.55,0,19.607446808510637,0,1,0,1,0,0,0,0,0,1,0,0
2621-UDNLU,1,0,1,0,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.85,72.0,0,24.0,0,0,0,1,0,0,1,0,0,0,0,0
7526-IVLYU,0,0,0,0,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.65,68.35,0,22.78333333333333,0,0,0,1,0,0,1,0,0,0,0,0
2428-HYUNX,0,1,1,0,44,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.35,847.25,0,19.255681818181817,0,1,0,1,1,0,0,0,0,1,0,0
9214-EKVXR,1,0,0,0,1,1,No,No,No,No,No,No,No,1,44.0,44.0,0,44.0,0,0,0,0,0,0,1,0,0,0,0,0
3410-MHHUM,1,0,1,1,44,1,Yes,No,Yes,Yes,No,No,Yes,0,94.4,4295.35,0,97.62159090909091,1,0,1,0,0,1,0,0,0,1,0,0
0568-ONFPC,0,0,1,1,5,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.9,135.0,1,27.0,0,0,0,1,0,0,0,0,0,0,0,0
0733-VUNUW,0,0,0,0,24,1,Yes,Yes,No,No,No,No,No,1,55.65,1400.55,1,58.356249999999996,0,0,0,0,0,0,0,1,0,0,0,0
4550-EVXNY,1,0,0,1,1,1,No,No,No,No,No,No,No,1,69.65,69.65,1,69.65,0,0,1,0,0,1,0,0,0,0,0,0
2122-YWVYA,1,0,0,0,18,1,No,Yes,No,No,No,No,No,1,75.4,1380.4,0,76.6888888888889,0,0,1,0,0,1,0,1,0,0,0,0
2968-SSGAA,1,0,0,0,10,1,Yes,No,No,Yes,No,Yes,Yes,1,100.6,1060.2,1,106.02000000000001,0,0,1,0,0,1,0,0,0,0,0,0
2296-DKZFP,1,0,1,0,65,1,No,Yes,Yes,Yes,No,No,Yes,0,71.0,4386.2,0,67.48,0,1,0,0,0,0,0,0,0,0,0,1
4844-JJWUY,1,1,0,0,1,1,No,No,Yes,No,No,No,Yes,1,86.0,86.0,1,86.0,0,0,1,0,0,1,0,0,0,0,0,0
6777-TGHTM,1,0,0,0,53,1,Yes,Yes,No,Yes,No,Yes,Yes,1,106.95,5785.5,1,109.16037735849056,1,0,1,0,1,0,0,0,0,0,1,0
8909-BOLNL,0,0,0,0,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,21.2,52.05,0,17.349999999999998,1,0,0,1,0,0,1,0,0,0,0,0
6603-YRDCJ,0,0,1,0,33,1,No,Yes,Yes,No,Yes,No,No,1,61.05,2018.4,0,61.163636363636364,0,1,0,0,0,0,1,0,1,0,0,0
3538-WZPHD,0,0,0,0,3,0,No phone service,No,Yes,No,No,No,No,1,29.6,79.45,1,26.483333333333334,0,0,0,0,0,1,0,0,0,0,0,0
3229-USWAR,1,0,0,0,34,1,No,Yes,No,Yes,Yes,Yes,Yes,1,79.95,2727.3,0,80.21470588235294,1,0,0,0,0,0,0,0,1,0,0,0
2138-VFAPZ,1,0,1,1,14,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.7,263.65,0,18.832142857142856,0,1,0,1,0,0,1,1,0,0,0,0
6131-JLWZM,1,0,0,0,13,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.3,275.4,0,21.184615384615384,0,0,0,1,0,0,1,1,0,0,0,0
4785-QRJHC,0,1,1,0,46,0,No phone service,No,Yes,Yes,Yes,Yes,Yes,1,59.9,2816.65,1,61.231521739130436,1,0,0,0,0,0,0,0,0,1,0,0
0269-XFESX,0,0,1,1,23,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.35,538.5,0,23.41304347826087,1,0,0,1,0,0,1,1,0,0,0,0
1709-EJDOX,1,0,1,1,47,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.75,948.9,0,20.18936170212766,0,1,0,1,0,0,1,0,0,1,0,0
4316-XCSLJ,0,0,0,1,17,1,No,Yes,No,No,No,No,No,1,50.3,846.8,0,49.811764705882354,0,0,0,0,0,0,1,1,0,0,0,0
8610-WFCJF,1,0,1,1,49,1,Yes,No,No,No,No,Yes,Yes,1,95.6,4783.5,1,97.62244897959184,0,0,1,0,0,1,0,0,0,0,1,0
9693-XMUOB,0,1,1,0,59,0,No phone service,No,Yes,No,No,Yes,Yes,1,50.25,2997.45,0,50.80423728813559,0,0,0,0,0,1,0,0,0,0,1,0
0383-CLDDA,1,0,0,0,69,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,85.35,5897.4,0,85.4695652173913,0,1,0,0,1,0,0,0,0,0,0,1
4905-JEFDW,0,0,0,0,11,0,No phone service,No,No,Yes,No,Yes,No,1,41.6,470.6,1,42.78181818181818,1,0,0,0,0,1,0,0,0,0,0,0
2709-UQGNP,0,0,0,0,10,1,No,Yes,No,No,No,No,No,1,51.65,524.5,0,52.45,0,0,0,0,0,0,1,0,0,0,0,0
3549-ZTMNH,0,0,1,1,12,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.0,269.65,0,22.47083333333333,0,1,0,1,0,0,0,0,0,0,0,0
7881-INRLC,0,0,0,0,45,1,Yes,No,Yes,No,No,Yes,Yes,1,100.85,4740.0,1,105.33333333333333,0,0,1,0,1,0,0,0,0,1,0,0
8033-ATFAS,1,0,1,1,39,1,No,No,No,Yes,No,Yes,No,1,59.85,2341.5,0,60.03846153846154,0,0,0,0,0,0,1,0,0,1,0,0
1635-NZATJ,0,1,1,0,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.45,1789.65,0,25.206338028169014,0,1,0,1,1,0,0,0,0,0,0,1
0562-HKHML,0,0,1,1,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,23.9,1626.4,0,22.907042253521126,0,1,0,1,1,0,0,0,0,0,0,1
8277-RVRSV,1,0,1,1,33,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.15,800.3,0,24.25151515151515,1,0,0,1,1,0,0,0,1,0,0,0
9943-VSZUV,0,1,0,0,67,1,Yes,No,No,No,No,No,No,1,75.7,5060.85,0,75.53507462686568,0,0,1,0,0,0,1,0,0,0,0,1
0117-LFRMW,0,0,1,1,37,0,No phone service,Yes,Yes,Yes,No,No,No,0,40.2,1448.8,1,39.15675675675676,0,0,0,0,0,0,0,0,0,1,0,0
6172-FECYY,0,0,1,1,49,1,Yes,No,No,No,No,Yes,No,0,84.5,4254.85,1,86.83367346938776,0,0,1,0,0,1,0,0,0,0,1,0
7054-ENNGU,1,0,1,0,9,1,No,No,Yes,No,No,No,No,0,50.85,466.6,0,51.84444444444445,0,0,0,0,0,0,1,0,0,0,0,0
1455-HFBXA,0,0,1,0,52,1,Yes,Yes,No,Yes,Yes,No,No,1,91.6,4627.8,0,88.99615384615385,0,1,1,0,1,0,0,0,0,0,1,0
9402-CXWPL,1,0,0,0,70,1,Yes,No,Yes,No,No,Yes,Yes,0,98.9,6838.6,0,97.69428571428573,1,0,1,0,0,1,0,0,0,0,0,1
1628-BIZYP,0,0,0,0,1,1,No,No,Yes,No,No,No,Yes,1,85.0,85.0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0
1965-AKTSX,1,1,0,0,14,1,Yes,No,Yes,No,No,No,No,1,78.95,1101.85,1,78.70357142857142,0,0,1,0,0,1,0,1,0,0,0,0
0082-LDZUE,0,0,0,0,1,1,No,No,No,No,No,No,No,1,44.3,44.3,0,44.3,0,0,0,0,0,0,1,0,0,0,0,0
4786-UKSNZ,0,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.2,20.2,1,20.2,0,0,0,1,0,0,1,0,0,0,0,0
5343-SGUBI,1,0,0,0,52,1,Yes,No,Yes,No,No,No,No,1,80.2,4297.6,0,82.64615384615385,1,0,1,0,0,0,1,0,0,0,1,0
0856-NAOES,0,0,0,0,6,1,No,No,No,Yes,No,Yes,No,0,60.9,414.1,0,69.01666666666667,0,0,0,0,0,0,1,0,0,0,0,0
1976-AZZPJ,0,0,1,0,7,0,No phone service,Yes,Yes,No,No,No,No,0,34.2,256.6,0,36.65714285714286,0,0,0,0,0,0,1,0,0,0,0,0
7248-VZQLC,1,1,0,0,47,1,Yes,No,Yes,Yes,No,No,No,1,85.2,3969.35,1,84.45425531914893,0,0,1,0,0,0,0,0,0,1,0,0
6156-UZDLF,1,0,0,0,26,1,No,Yes,No,Yes,Yes,No,No,1,87.15,2274.1,0,87.46538461538461,1,0,1,0,1,0,0,0,1,0,0,0
3099-OONVS,0,0,1,1,25,1,No,Yes,No,No,Yes,No,No,0,54.3,1296.8,0,51.872,0,0,0,0,0,1,0,0,1,0,0,0
9500-WBGRP,0,0,0,0,69,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.1,1268.85,0,18.389130434782608,0,1,0,1,0,0,1,0,0,0,0,1
5183-KLYEM,1,0,0,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,112.75,8192.6,0,113.78611111111111,0,1,1,0,1,0,0,0,0,0,0,1
5144-PQCDZ,0,0,0,0,4,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.95,59.25,0,14.8125,0,0,0,1,0,0,1,0,0,0,0,0
8514-VZHEB,0,0,1,1,59,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.5,1147.85,0,19.45508474576271,0,1,0,1,0,0,1,0,0,0,1,0
6625-IUTTT,0,0,0,0,67,1,No,Yes,No,Yes,No,No,Yes,0,65.55,4361.55,0,65.09776119402986,0,1,0,0,0,0,0,0,0,0,0,1
9355-NPPFS,1,1,0,0,26,1,No,No,No,No,No,No,Yes,1,78.8,2006.1,0,77.1576923076923,0,0,1,0,0,1,0,0,1,0,0,0
0068-FIGTF,1,0,0,0,27,1,No,No,Yes,Yes,Yes,Yes,Yes,0,78.2,2078.95,0,76.99814814814815,1,0,0,0,0,0,1,0,1,0,0,0
5965-GGPRW,0,0,1,1,72,1,Yes,Yes,No,Yes,No,Yes,Yes,0,105.25,7609.75,0,105.69097222222223,0,1,1,0,0,0,0,0,0,0,0,1
8035-PWSEV,1,0,0,0,6,1,No,No,No,Yes,Yes,No,Yes,1,89.25,487.05,0,81.175,0,0,1,0,0,1,0,0,0,0,0,0
2236-HILPA,0,0,1,1,62,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.65,1218.45,0,19.65241935483871,0,1,0,1,1,0,0,0,0,0,0,1
1840-BIUOG,0,0,0,0,20,1,Yes,No,Yes,No,Yes,Yes,No,1,68.7,1416.2,0,70.81,1,0,0,0,0,1,0,1,0,0,0,0
1356-MKYSK,0,0,0,0,6,1,No,Yes,No,Yes,Yes,Yes,Yes,0,78.65,483.3,0,80.55,0,0,0,0,1,0,0,0,0,0,0,0
6080-LNESI,0,0,0,0,51,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.75,1234.6,0,24.2078431372549,0,1,0,1,0,0,1,0,0,0,1,0
1830-IPXVJ,1,0,1,1,61,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.75,1311.6,0,21.501639344262294,0,1,0,1,1,0,0,0,0,0,0,1
5828-DWPIL,0,1,1,0,62,1,Yes,Yes,Yes,Yes,No,No,No,1,89.1,5618.3,0,90.61774193548388,0,0,1,0,0,1,0,0,0,0,0,1
8398-TBIYD,1,0,0,0,72,1,Yes,Yes,No,No,Yes,No,No,1,84.7,6185.15,0,85.9048611111111,0,1,1,0,0,0,0,0,0,0,0,1
0011-IGKFF,0,1,1,0,13,1,No,No,Yes,Yes,No,Yes,Yes,1,98.0,1237.85,1,95.21923076923076,0,0,1,0,0,1,0,1,0,0,0,0
4192-GORJT,0,0,1,0,5,1,No,No,No,Yes,No,Yes,Yes,1,94.45,498.1,1,99.62,0,0,1,0,0,1,0,0,0,0,0,0
6496-SLWHQ,0,1,0,0,3,1,Yes,No,Yes,Yes,No,Yes,Yes,1,105.0,294.45,1,98.14999999999999,0,0,1,0,0,1,0,0,0,0,0,0
9912-GVSEQ,1,1,1,0,26,1,Yes,No,Yes,Yes,No,No,Yes,1,93.85,2381.55,1,91.59807692307693,0,0,1,0,0,1,0,0,1,0,0,0
2931-FSOHN,0,1,0,0,13,1,No,No,Yes,No,No,Yes,No,1,59.9,788.35,0,60.642307692307696,0,0,0,0,0,1,0,1,0,0,0,0
9418-RUKPH,1,0,1,1,38,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.95,756.4,0,19.905263157894737,0,1,0,1,0,0,1,0,0,1,0,0
5383-MMTWC,1,1,1,0,8,1,Yes,No,No,No,No,No,Yes,1,84.0,613.4,1,76.675,0,0,1,0,0,1,0,0,0,0,0,0
9971-ZWPBF,0,1,1,1,34,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,108.9,3625.2,0,106.62352941176471,0,0,1,0,0,1,0,0,1,0,0,0
4712-AUQZO,0,0,0,0,18,0,No phone service,Yes,No,Yes,No,No,No,0,33.6,550.35,0,30.575000000000003,0,0,0,0,0,0,1,1,0,0,0,0
9711-FJTBX,0,0,1,1,56,1,No,No,Yes,Yes,Yes,No,No,1,85.85,4793.8,0,85.60357142857143,1,0,1,0,0,0,1,0,0,0,1,0
2908-ZTPNF,1,0,0,0,36,0,No phone service,No,Yes,No,Yes,No,No,1,34.85,1267.2,0,35.2,0,0,0,0,0,0,0,0,1,0,0,0
7240-ETPTR,1,0,1,0,9,0,No phone service,No,No,Yes,No,Yes,Yes,1,48.75,442.2,1,49.13333333333333,0,0,0,0,0,1,0,0,0,0,0,0
2202-CUYXZ,0,0,0,0,1,1,No,No,No,Yes,No,Yes,No,1,84.85,84.85,1,84.85,0,0,1,0,0,1,0,0,0,0,0,0
5995-OIGLP,0,0,0,0,12,1,No,Yes,No,No,Yes,No,No,0,56.65,654.85,1,54.57083333333333,0,0,0,0,0,0,1,0,0,0,0,0
8421-WZOOW,1,1,1,1,57,1,No,No,Yes,Yes,Yes,Yes,No,1,95.3,5567.45,0,97.67456140350878,0,0,1,0,1,0,0,0,0,0,1,0
6261-RCVNS,1,0,0,0,42,1,No,Yes,Yes,Yes,Yes,No,Yes,0,73.9,3160.55,1,75.25119047619049,1,0,0,0,1,0,0,0,0,1,0,0
7951-QKZPL,1,0,1,1,33,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.5,740.3,1,22.433333333333334,0,1,0,1,0,0,1,0,1,0,0,0
1414-YADCW,0,0,1,0,70,1,No,Yes,Yes,No,Yes,No,No,0,84.6,5706.2,0,81.51714285714286,0,1,1,0,0,0,0,0,0,0,0,1
8756-RDDLT,1,0,0,0,68,0,No phone service,No,Yes,No,Yes,No,Yes,0,44.95,3085.35,0,45.37279411764706,0,0,0,0,0,1,0,0,0,0,0,1
2862-PFNIK,0,0,0,1,1,0,No phone service,No,No,No,No,No,No,1,24.7,24.7,0,24.7,0,0,0,0,0,1,0,0,0,0,0,0
5816-QVHRX,1,0,0,0,37,1,Yes,No,No,No,Yes,Yes,Yes,0,100.3,3541.4,0,95.71351351351352,0,0,1,0,1,0,0,0,0,1,0,0
4430-YHXGG,1,0,0,1,4,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.45,84.2,0,21.05,0,0,0,1,0,0,1,0,0,0,0,0
6888-SBYAI,0,0,0,0,1,1,No,Yes,No,No,No,No,No,1,50.7,50.7,0,50.7,0,0,0,0,0,0,1,0,0,0,0,0
7395-XWZOY,0,0,0,0,20,0,No phone service,Yes,Yes,Yes,Yes,Yes,No,1,55.0,1165.55,0,58.277499999999996,0,0,0,0,1,0,0,1,0,0,0,0
7169-YWAMK,0,0,1,1,72,1,No,Yes,Yes,No,Yes,Yes,No,0,68.4,4855.35,0,67.43541666666667,0,1,0,0,0,0,0,0,0,0,0,1
3640-PHQXK,1,0,0,0,31,1,Yes,No,No,Yes,No,No,Yes,1,89.9,2806.9,1,90.54516129032258,0,0,1,0,0,1,0,0,1,0,0,0
6877-LGWXO,0,1,1,0,18,1,No,No,No,No,No,No,Yes,0,78.55,1422.65,1,79.03611111111111,0,0,1,0,0,1,0,1,0,0,0,0
6859-RKMZJ,0,0,1,0,11,1,No,No,No,No,No,Yes,No,1,55.05,608.15,0,55.28636363636363,0,0,0,0,0,0,0,0,0,0,0,0
2729-VNVAP,1,0,1,1,33,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.8,641.35,0,19.434848484848487,0,1,0,1,1,0,0,0,1,0,0,0
2957-JIRMN,1,1,0,0,62,1,Yes,No,No,No,No,Yes,No,0,84.45,4959.15,0,79.98629032258064,1,0,1,0,0,1,0,0,0,0,0,1
2049-BAFNW,1,0,0,0,1,0,No phone service,No,No,Yes,Yes,No,No,0,35.9,35.9,0,35.9,0,0,0,0,0,0,1,0,0,0,0,0
